,Cooling plant sensible load,Heating plant sensible load,AHU Cooling,AHU Heating
1016,0,75289,0,12
1017,0,32719,0,9903
1018,0,13867,0,31517
1019,0,7997,0,33089
1020,798,6544,0,24619
1021,0,10489,0,18714
1022,1543,5395,0,19832
1023,1945,4843,0,22050
1024,134,6485,0,22722
1025,0,17141,0,13422
1026,0,58721,0,4976
1027,0,2314,0,635
1028,0,10137,0,40
1029,0,20461,0,3
1030,0,25722,0,0
1031,0,29319,0,0
1032,0,31618,0,0
1033,0,34447,0,0
1034,0,36645,0,0
1035,0,38903,0,0
1036,0,41516,0,0
1037,0,42748,0,0
1038,0,43275,0,0
1039,0,45112,0,0
1040,0,43335,0,0
1041,0,25478,0,0
1042,0,14818,0,0
1043,0,12229,0,0
1044,0,9629,0,0
1045,0,8275,0,0
1046,0,7539,0,0
1047,0,8569,0,0
1048,0,12550,0,0
1049,0,19739,0,0
1050,0,27858,0,0
1051,0,33774,0,0
1052,0,37810,0,0
1053,0,39692,0,0
1054,0,41371,0,0
1055,0,43049,0,0
1056,0,45224,0,0
1057,0,46078,0,0
1058,0,47019,0,0
1059,0,48497,0,0
1060,0,50573,0,0
1061,0,51812,0,0
1062,0,52686,0,0
1063,0,53659,0,0
1064,0,49606,0,0
1065,0,32021,0,0
1066,0,17454,0,0
1067,0,12243,0,0
1068,0,8225,0,0
1069,0,6492,0,0
1070,0,5560,0,0
1071,0,7449,0,0
1072,0,15074,0,0
1073,0,26335,0,0
1074,0,33592,0,0
1075,0,36232,0,0
1076,0,36917,0,0
1077,0,37252,0,0
1078,0,39300,0,0
1079,0,41820,0,0
1080,0,42501,0,0
1081,0,42700,0,0
1082,0,42721,0,0
1083,0,42645,0,0
1084,0,42734,0,0
1085,0,42795,0,0
1086,0,43048,0,0
1087,0,177794,0,0
1088,0,74498,0,0
1089,0,38497,0,3449
1090,0,28177,0,19663
1091,0,23938,0,23726
1092,0,20398,0,18840
1093,0,31655,0,15088
1094,0,20540,0,17177
1095,0,18191,0,19805
1096,0,23259,0,19735
1097,0,42960,0,11029
1098,0,78875,0,3842
1099,0,2258,0,456
1100,0,9061,0,27
1101,0,20133,0,2
1102,0,24986,0,0
1103,0,27389,0,0
1104,0,28320,0,0
1105,0,28122,0,0
1106,0,28341,0,0
1107,0,28984,0,0
1108,0,29543,0,0
1109,0,29696,0,0
1110,0,29387,0,0
1111,0,165723,0,0
1112,0,59427,0,7
1113,0,25375,0,4591
1114,0,10747,0,14416
1115,0,5249,0,14905
1116,779,3959,0,11279
1117,132,6600,0,9044
1118,2247,4255,0,10467
1119,2502,3916,0,12544
1120,94,5062,0,12967
1121,0,13678,0,7632
1122,0,49764,0,2809
1123,0,1810,0,324
1124,0,2709,0,19
1125,0,7888,0,1
1126,0,11201,0,0
1127,0,13116,0,0
1128,0,14537,0,0
1129,0,15730,0,0
1130,0,16795,0,0
1131,0,17576,0,0
1132,0,18276,0,0
1133,0,22369,0,0
1134,0,28124,0,0
1135,0,164034,0,0
1136,0,59217,0,8
1137,0,24849,0,6159
1138,0,14920,0,20469
1139,0,11648,0,24320
1140,0,9769,0,19832
1141,0,12882,0,15240
1142,0,5245,0,16644
1143,0,5569,0,19900
1144,0,10825,0,20370
1145,0,27548,0,11050
1146,0,62519,0,3794
1147,0,1963,0,427
1148,0,4827,0,24
1149,0,11439,0,1
1150,0,14720,0,0
1151,0,16408,0,0
1152,0,18138,0,0
1153,0,19213,0,0
1154,0,20025,0,0
1155,0,20669,0,0
1156,0,21129,0,0
1157,0,21707,0,0
1158,0,22341,0,0
1159,0,158024,0,0
1160,0,51814,0,7
1161,0,19159,0,5314
1162,0,10029,0,16684
1163,0,7383,0,17094
1164,0,5884,0,12385
1165,0,10776,0,9520
1166,0,6224,0,10884
1167,239,6149,0,12536
1168,0,8582,0,12482
1169,0,19085,0,6875
1170,0,48233,0,2285
1171,0,1579,0,250
1172,0,1720,0,14
1173,0,4053,0,1
1174,0,6300,0,0
1175,0,7780,0,0
1176,0,8776,0,0
1177,0,9706,0,0
1178,0,10283,0,0
1179,0,10522,0,0
1180,0,10843,0,0
1181,0,11155,0,0
1182,0,11270,0,0
1183,0,141666,0,0
1184,0,37889,0,4
1185,0,12411,0,3008
1186,0,6888,0,9721
1187,0,4529,0,10206
1188,633,3582,0,7711
1189,0,7119,0,6119
1190,765,4048,0,6725
1191,1681,3687,0,7638
1192,642,4884,0,7535
1193,0,12034,0,4064
